Name,Net_Worth_USD,Height_cm,Status,Source_of_Wealth
Henry S. Peters,27828,202.27,Living,Technology
Austin Scott,27753,195.32,Living,Energy
Patrick Cole,27725,161.58,Deceased,Pharmaceuticals
Kevin Walker,27527,158.96,Deceased,Manufacturing
Louis Ramirez,27320,202.82,Living,Food & Beverage
Bruce Phillips,27170,203.71,Deceased,Investment
Scott Murphy,27156,173.92,Living,Media
Ronald Adams,26853,201.99,Living,Transportation
Stephen Carter,26752,206.72,Deceased,Telecommunications
Eric Morgan,26674,172.31,Deceased,Pharmaceuticals
Brian Andrews,26316,175.78,Living,Food & Beverage
Jonathan Bennett,26180,193.31,Deceased,Banking
William Cole,26161,202.27,Living,Mining
William Webb,26077,185.11,Living,Technology
Kevin Wilson,25955,201.57,Living,Mining
Jose Castillo,25917,184.73,Living,Oil & Gas
Eugene Murray,25767,188.15,Living,Food & Beverage
Tyler Spencer,25548,203.9,Deceased,Technology
Ethan Rogers,25533,162.93,Deceased,Transportation
Harold Ray,25344,209.9,Living,Finance
Keith E. Crawford,25256,206.65,Living,Agriculture
Daniel Cole,25195,174.82,Deceased,Banking
Noah Wallace,25141,158.45,Deceased,Agriculture
Nicholas L. Parker,24898,191.24,Deceased,Telecommunications
Patrick Allen,24887,163.52,Deceased,Energy
Nathan Carroll,24688,196.61,Deceased,Investment
Gregory Gutierrez,24655,181.49,Deceased,Manufacturing
Jordan Sanchez,24580,165.78,Living,Insurance
Edward Bradley,24477,203.63,Living,Insurance
Peter Pierce,24416,150.14,Living,Sports
Jacob Gomez,24388,155.73,Deceased,Automotive
William Cunningham,24382,202.01,Deceased,Telecommunications
Scott H. Baker,24089,151.7,Living,Insurance
Austin Ramos,24018,192.54,Living,Entertainment
Joe Campbell,23903,201.16,Living,Construction
William Lopez,23826,180.62,Living,Insurance
Zachary Gray,23642,196.83,Deceased,Food & Beverage
Gregory Alvarez,23638,197.9,Living,Retail
Jeremy Ruiz,23597,197.71,Living,Construction
Jack Hudson,23420,171.38,Living,Real Estate
Roy Barnes,23294,188.24,Deceased,Insurance
Walter Gordon,23154,180.61,Living,Transportation
Peter Reed,22985,164.92,Living,Aerospace
Walter Cox,22916,195.76,Living,Insurance
Louis Simpson,22835,181.54,Living,Automotive
Wayne Clark,22802,203.74,Living,Manufacturing
Austin Jordan,22789,189.43,Living,Entertainment
Roy Diaz,22788,185.72,Living,Media
Noah Gibson II,22732,177.43,Deceased,Media
Scott Carter,22706,208.5,Living,Media
Wayne Martinez,22672,163.25,Living,Telecommunications
Bruce Perkins,22579,188.61,Deceased,Telecommunications
Nicholas Willis,22550,173.82,Living,Sports
Gary Ramirez,22527,194.93,Living,Transportation
Roger Adams,22415,192.23,Deceased,Luxury
Dennis G. Wright IV,22405,165.81,Living,Transportation
Willie Morales,22386,191.58,Deceased,Energy
Jack H. Bailey II,22335,163.37,Deceased,Oil & Gas
Anthony Ortiz IV,22176,170.68,Deceased,Manufacturing
Justin Richardson,22099,186.17,Deceased,Transportation
Austin Williams III,22081,152.65,Deceased,Banking
William Bailey,22061,205.81,Living,Aerospace
Willie Richardson,21969,202.56,Deceased,Automotive
Albert Shaw,21965,199.47,Deceased,Real Estate
Keith Mitchell,21829,172.47,Deceased,Aerospace
Robert Murphy,21809,188.97,Deceased,Media
Nathan K. Walker,21632,199.52,Living,Energy
Ethan Sanchez,21623,173.17,Deceased,Oil & Gas
Ronald McDonald,21493,208.8,Living,Telecommunications
Jeremy Lawrence,21459,179.77,Living,Real Estate
Mark N. Henry,21363,161.34,Living,Agriculture
Benjamin Martin,21130,199.55,Deceased,Agriculture
Jeremy Flores,20935,207.38,Living,Sports
Justin Patel,20823,191.97,Deceased,Pharmaceuticals
Eric Ruiz,20765,170.8,Living,Transportation
James Rice,20712,197.88,Deceased,Mining
Patrick Murray,20668,159.51,Deceased,Technology
David Ward,20645,206.47,Living,Banking
Vincent O. Duncan,20422,197.08,Living,Agriculture
Roy Freeman,20355,178.82,Deceased,Fashion
Roger Arnold II,20277,203.06,Deceased,Luxury
Tyler Berry IV,19678,160.28,Living,Healthcare
Justin Lewis,19398,150.67,Living,Healthcare
Mason Morgan,19392,205.33,Living,Transportation
Aaron Brooks,19358,176.18,Deceased,Automotive
Aaron R. Bailey,19341,198.17,Living,Food & Beverage
Tyler Vasquez,19295,152.12,Deceased,Luxury
Ryan Carroll,19266,167.9,Living,Media
Mark Cunningham,19003,188.2,Living,Fashion
Ryan Russell,18848,199.62,Deceased,Banking
Charles Allen,18784,184.24,Living,Entertainment
Matthew Wilson,18781,201.4,Deceased,Entertainment
Wayne Brooks,18660,179.04,Living,Manufacturing
Michael Kennedy,18545,189.1,Living,Insurance
Stephen Hill,18531,188.82,Living,Finance
Joshua Mason III,18404,169.42,Living,Fashion
Victor Gordon,18300,170.39,Living,Entertainment
Jordan Webb,18291,178.59,Deceased,Media
Michael Morris,18288,204.84,Living,Investment
Timothy Reed,18264,154.92,Living,Agriculture
Jesse Nichols IV,18138,158.25,Deceased,Banking
Jeffrey Hicks,18029,160.57,Living,Technology
Jose Bell,18025,208.89,Deceased,Telecommunications
Victor Hunter,18013,152.69,Living,Fashion
Eric Ward,18006,169.41,Deceased,Retail
Bruce Henderson,17918,159.93,Deceased,Insurance
Peter Brown,17894,158.09,Deceased,Manufacturing
Jose Cunningham,17822,207.83,Deceased,Pharmaceuticals
Roger Murray,17808,158.32,Deceased,Telecommunications
Randy Peterson,17784,161.56,Deceased,Healthcare
Jack Jordan,17685,177.05,Living,Manufacturing
Wayne Jenkins,17679,202.15,Deceased,Pharmaceuticals
Martin Woods,17636,173.21,Living,Insurance
Lawrence Carroll,17579,187.76,Living,Banking
Vincent Weaver,17542,190.98,Deceased,Manufacturing
James Franklin,17541,183.65,Deceased,Media
Ethan Kennedy III,17513,165.06,Living,Aerospace
Jacob Richardson Sr.,17436,158.86,Deceased,Investment
Johnny Olson,17374,154.23,Deceased,Banking
Randy Owens,17312,161.72,Living,Pharmaceuticals
Lawrence Gomez,17286,186.06,Deceased,Transportation
Donald U. Clark,17249,182.1,Deceased,Manufacturing
Daniel Willis,17246,150.82,Deceased,Investment
Jeremy Lawrence,17229,154.87,Living,Manufacturing
Jason Greene,17150,208.09,Deceased,Fashion
Billy Boyd,17094,183.79,Living,Telecommunications
Vincent Ray,17018,202.19,Living,Finance
Kenneth V. Simmons,17014,196.91,Living,Aerospace
James Richardson,16778,185.05,Living,Sports
Gregory Ramos,16648,197.65,Deceased,Insurance
Samuel Sullivan,16630,205.07,Living,Banking
Gregory F. Black Jr.,16594,153.36,Deceased,Manufacturing
Aaron Perkins,16511,176.77,Deceased,Media
Eugene Nelson,16485,173.47,Living,Entertainment
Nathan Porter,16459,174.48,Living,Construction
Willie Coleman,16445,166.43,Living,Banking
Jose Kim,16378,206.77,Living,Automotive
Samuel Mitchell,16212,195.29,Deceased,Entertainment
Jose Smith,16149,193.19,Living,Automotive
Benjamin Warren,16114,164.02,Living,Entertainment
Philip Long,16082,193.8,Living,Automotive
Daniel Lawrence,15924,191.4,Living,Fashion
Gary Payne,15903,152.64,Deceased,Telecommunications
Mason Evans Sr.,15888,160.01,Deceased,Technology
Wayne P. Nichols,15815,165.54,Living,Transportation
Andrew Holmes,15790,151.5,Living,Luxury
Albert Matthews,15615,152.53,Deceased,Agriculture
Andrew Ramos,15606,205.69,Deceased,Retail
Tyler Stewart III,15588,179.32,Deceased,Finance
Patrick Peters,15506,185.45,Living,Technology
Eric Knight,15484,209.02,Deceased,Agriculture
Tyler Reyes,15482,167.03,Deceased,Technology
Tyler Holmes,15408,161.68,Deceased,Finance
Martin Bell,15401,198.78,Living,Retail
Brandon G. Simpson,15401,158.9,Deceased,Telecommunications
Gregory Williams,15318,180.37,Deceased,Media
Dennis Gonzales,15273,208.44,Living,Energy
Larry Davis,15202,177.73,Deceased,Insurance
Gabriel Arnold,15138,150.53,Deceased,Entertainment
Johnny Hall,15093,165.41,Deceased,Mining
Jose B. Butler,15053,208.03,Deceased,Manufacturing
Nathan Hunter,15030,200.22,Living,Retail
Ralph Nichols,14976,156.13,Deceased,Sports
Eric James,14971,155.87,Living,Pharmaceuticals
James Wright,14835,167.45,Living,Automotive
John Simmons,14667,171.4,Deceased,Insurance
Aaron Crawford,14650,192.65,Deceased,Banking
Austin Sims,14559,155.51,Living,Oil & Gas
Ryan Henderson,14521,157.32,Living,Finance
Harold Sullivan,14507,205.28,Living,Media
Daniel Ross,14461,175.69,Deceased,Sports
Mark Arnold,14455,178.44,Deceased,Real Estate
Bryan Cook,14429,190.16,Living,Entertainment
Gary Chavez,14418,169.67,Deceased,Entertainment
John Ellis,14357,168.9,Deceased,Automotive
Wayne W. Rose,14317,167.6,Living,Construction
Philip Lee II,14278,161.65,Living,Mining
Henry Wilson,14171,185.08,Deceased,Telecommunications
Bruce Franklin,14150,190.4,Living,Agriculture
Alexander Young,13973,208.2,Living,Automotive
Jeffrey Gomez,13958,181.64,Deceased,Luxury
Donald Sanchez,13954,195.79,Deceased,Luxury
Christian Sullivan,13888,189.85,Living,Retail
Victor Thomas,13721,158.81,Living,Oil & Gas
Aaron Richardson,13630,169.65,Deceased,Media
Brian Henry,13531,173.0,Living,Mining
John Freeman,13490,190.16,Living,Construction
Stephen Wilson,13451,169.58,Living,Entertainment
Bruce Miller,13326,153.73,Living,Automotive
Jeremy Y. Evans,13274,184.68,Deceased,Insurance
Samuel Pierce,13236,165.59,Deceased,Investment
Mason King,13077,187.6,Living,Entertainment
Paul P. Butler,12996,182.81,Deceased,Oil & Gas
Adam Cook,12950,151.21,Living,Entertainment
Kyle Wells,12949,201.73,Living,Food & Beverage
Brandon Cruz,12911,206.17,Living,Investment
Larry Perkins,12830,182.33,Living,Fashion
Thomas J. Cole,12821,205.11,Living,Sports
Jacob Woods,12804,195.52,Deceased,Telecommunications
Kevin Barnes,12712,187.77,Deceased,Insurance
Joe Sanders,12621,163.91,Deceased,Manufacturing
Austin Hawkins,12507,191.91,Deceased,Telecommunications
Kevin C. Reed,12380,150.47,Living,Manufacturing
Bruce Palmer,12300,170.6,Deceased,Automotive
Billy Armstrong,12236,187.36,Deceased,Transportation
Samuel Boyd,12229,197.47,Living,Real Estate
Bruce Pierce,12226,196.23,Living,Technology
Christopher Boyd III,12223,177.63,Living,Agriculture
Jonathan Mason,12141,208.44,Living,Investment
Philip Spencer,12135,199.75,Living,Construction
Ryan Thomas,12089,181.86,Deceased,Agriculture
Tyler Hamilton,12088,166.04,Living,Mining
Carl Grant,12085,184.1,Living,Luxury
Jose Scott,12015,197.98,Deceased,Fashion
Joe Armstrong,12014,188.07,Living,Transportation
Dennis White,12003,157.77,Deceased,Technology
Jonathan Powell,11969,163.06,Living,Food & Beverage
Robert Diaz,11966,169.62,Living,Finance
Philip Alexander,11899,154.78,Living,Transportation
Brian Austin,11885,186.67,Deceased,Automotive
Ryan Clark,11876,153.17,Living,Energy
Douglas Baker,11825,206.91,Deceased,Construction
Johnny Hamilton,11811,205.05,Deceased,Technology
John McDonald,11807,168.13,Deceased,Entertainment
Jack Ray,11744,169.98,Living,Automotive
Michael Edwards,11705,189.56,Living,Construction
Bryan Wallace,11568,152.07,Living,Oil & Gas
Christian Murray,11565,204.72,Deceased,Media
Harold Gordon,11507,162.9,Living,Manufacturing
Michael Campbell Jr.,11490,168.4,Deceased,Transportation
Michael Lee,11414,159.2,Living,Transportation
Bryan James,11301,170.77,Living,Oil & Gas
Henry Price,11188,174.72,Living,Energy
James Wright,11131,154.92,Living,Construction
Timothy Mills,11058,165.04,Living,Healthcare
Joe Barnes,11048,187.66,Deceased,Construction
Philip Stephens,11044,158.8,Deceased,Agriculture
Walter Harrison,11015,152.52,Living,Investment
Roy White,10999,168.43,Living,Agriculture
Paul Torres II,10979,171.24,Living,Technology
Christopher Kelly,10976,158.91,Living,Manufacturing
Patrick Perry,10914,168.26,Living,Transportation
Mark Snyder,10810,208.25,Deceased,Automotive
Thomas Greene,10803,185.36,Deceased,Mining
Bryan Chavez,10798,180.34,Deceased,Healthcare
Henry Duncan,10782,185.43,Deceased,Pharmaceuticals
Keith Reyes,10751,152.75,Deceased,Sports
Stephen Lane,10741,191.67,Deceased,Manufacturing
Wayne Gardner,10726,155.61,Living,Media
Gabriel Grant,10662,174.55,Deceased,Investment
Bobby H. Rodriguez,10625,170.06,Deceased,Technology
Austin F. Ortiz,10590,187.86,Deceased,Finance
Zachary Hart,10568,153.25,Deceased,Banking
Billy H. Howard,10549,182.43,Deceased,Sports
George Warren,10492,197.9,Deceased,Mining
Robert Rivera,10486,166.3,Deceased,Media
Jonathan J. Crawford,10481,172.76,Living,Banking
Dennis Hunt,10460,194.18,Deceased,Manufacturing
Aaron Murphy,10455,209.0,Living,Investment
Billy Parker,10436,193.88,Deceased,Mining
Gregory Cunningham,10429,160.39,Living,Luxury
Nicholas Ramos,10428,157.17,Deceased,Energy
Douglas Dunn,10403,163.22,Living,Energy
Jeffrey Mills,10362,192.8,Living,Pharmaceuticals
Wayne Hughes,10353,178.4,Living,Oil & Gas
James Greene,10332,181.16,Living,Real Estate
Nicholas Castillo,10329,193.25,Living,Real Estate
Aaron Jenkins,10304,150.03,Deceased,Food & Beverage
Noah Butler,10282,172.73,Living,Agriculture
Bobby Powell,10279,208.75,Deceased,Media
Patrick G. Olson,10275,169.42,Living,Pharmaceuticals
Robert Howard,10234,175.82,Deceased,Transportation
Christian Olson,10233,189.48,Living,Entertainment
Martin Fisher,10204,194.19,Living,Pharmaceuticals
Richard Ruiz,10173,162.22,Deceased,Agriculture
Ronald Lopez,10173,201.83,Living,Real Estate
Victor I. Dixon,10143,201.65,Living,Agriculture
Ronald Armstrong,10038,196.56,Deceased,Retail
